image_name,persons
frame_00000.jpg,suzuki|umezawa
frame_00001.jpg,suzuki|umezawa
frame_00002.jpg,suzuki|umezawa
frame_00003.jpg,suzuki|umezawa
frame_00004.jpg,suzuki|umezawa
frame_00005.jpg,suzuki|umezawa
frame_00006.jpg,suzuki|umezawa
frame_00007.jpg,suzuki|umezawa
frame_00008.jpg,suzuki|umezawa
frame_00009.jpg,suzuki|umezawa
frame_00010.jpg,suzuki|umezawa
frame_00011.jpg,suzuki|umezawa
frame_00012.jpg,suzuki|umezawa
frame_00013.jpg,suzuki|umezawa
frame_00014.jpg,suzuki|umezawa
frame_00015.jpg,suzuki|umezawa
frame_00016.jpg,suzuki|umezawa
frame_00017.jpg,suzuki|umezawa
frame_00018.jpg,suzuki|umezawa
frame_00019.jpg,suzuki|umezawa
frame_00020.jpg,suzuki|umezawa
frame_00021.jpg,suzuki|umezawa
frame_00022.jpg,suzuki|umezawa
frame_00023.jpg,suzuki|umezawa
frame_00024.jpg,suzuki|umezawa
